id,name,exercise_family,base_exercise_name,complementary_families,is_equipment_primary,equipment_detected,priority_build_muscle,priority_get_lean,priority_home,priority_gym
023d9386-d66b-44e9-9aa7-20e5631c1f84,Lever Chest Press,chest_press,Chest Press,"bench_press, fly, tricep_pushdown",True,machine,80,75,20,88
02447852-53ea-4090-8b3c-caf18958a70d,Silent Burpee,burpee,Burpee,"push_up, squat_jump, mountain_climber",True,bodyweight,70,88,95,65
0262b760-a96f-4742-96c6-c25cbedbcb8a,Bottle Weighted Upright Row,upright_row,Upright Row,"lateral_raise, shrug, shoulder_press",False,bodyweight,70,88,95,65
026371cf-4dd6-4332-b54a-da3f7633f7f4,Swim Leg Circle,leg_exercise,Leg Exercise,"squat, leg_press",False,bodyweight,70,88,95,65
027ee6bb-41ed-4299-a932-a81c69f4ec83,Balance Pad Single Leg Balance,leg_exercise,Leg Exercise,"squat, leg_press",False,bodyweight,70,88,95,65
02915da8-9746-47d7-8895-0950e61cbe14,Easy Pose (hands On Belly And Chest),chest_stretch,Chest Stretch,,False,bodyweight,70,88,95,65
029dca1c-859e-43c0-a41e-caf590837c75,Windmill (Bodyweight),general_movement,Windmill,,False,bodyweight,70,88,95,65
02a43095-1ae4-47ed-914b-a2261049814a,Skipping (Bodyweight),general_movement,Skipping,,False,bodyweight,70,88,95,65
02a58190-c43b-4114-ac09-99064d8e93a7,Lever Neck Extension (plate Loaded),extension,Extension,"tricep_extension, leg_extension",False,machine,80,75,20,88
02a96626-3416-44b7-9de8-7f96bb8ce3b0,Squat Star Jack,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
02adb8c2-bdfe-4e98-a8cd-9c50e04da99b,Palms To Head Chest Fly,fly,Chest Fly,"bench_press, incline_fly, push_up",False,bodyweight,70,88,95,65
02ae2237-26d7-4ab3-b036-15cb7cbb8c9b,Chair Squat Calf Rock,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
02b244dd-c029-4b7e-b457-4404cd9a8693,Narrow To Normal Squat,bent_over_row,Bent Over Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,bodyweight,70,88,95,65
02c7e546-78ac-4f16-b1fe-1c136fa0ab5d,Weighted Plate Bench Press,bench_press,Bench Press,"incline_bench_press, fly, tricep_pushdown, dip",False,bodyweight,70,88,95,65
02d5090e-229b-44b6-8df5-35994c110cd1,Smith Standing Leg Calf Raise,calf_raise,Calf Raise,leg_press,False,smith_machine,72,70,25,80
02d87635-d6a8-4c90-bb33-50b7af17d1d8,Side Step Shoulder Circle,shoulder_exercise,Shoulder Exercise,"shoulder_press, lateral_raise",False,bodyweight,70,88,95,65
02e3fc37-9ecc-42d3-9f51-511d184218b6,Y Press (Resistance Band),press,Press,"bench_press, shoulder_press",False,band,60,85,90,50
02e65cb7-f4b6-40cb-98fd-8530d3ff3ce4,V Up (Dumbbell),v_up,V Up,"crunch, leg_raise, plank",False,dumbbell,92,90,92,90
02e94c2b-bd99-4f06-b88b-0cb03dda7492,Lying Woodchop (Kettlebell),woodchop,Woodchop,"russian_twist, oblique_crunch, plank",False,kettlebell,75,85,85,78
02f2d0ef-5727-4d6b-8ca1-d9bfc5c19a8c,Ballerina Foot Tap Adduction,hip_adduction,Hip Adduction,"hip_abduction, sumo_squat, lunge",False,bodyweight,70,88,95,65
02f4b039-f789-4eee-b8bc-24e161d6bd60,Squat On A Padded Stool,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
02f76ed7-9a7a-4e8e-b682-bc77031ac7b3,Reverse Crunch (Resistance Band),reverse_crunch,Reverse Crunch,"leg_raise, plank, russian_twist",False,band,60,85,90,50
02f7a43a-5245-4ce7-accf-91b57b74ae18,Smith Machine Decline Close Grip Bench Press,decline_bench_press,Decline Bench Press,"bench_press, dip, fly",False,smith_machine,72,70,25,80
030185eb-16a1-498c-877e-67d1cccca7d8,EZ (Barbell) Anti Gravity Press,press,Press,"bench_press, shoulder_press",False,barbell,95,80,65,95
0302a712-0d03-4512-ba32-08c61744d6bd,Curtsey Cross Punch,general_movement,Curtsey Cross Punch,,False,bodyweight,70,88,95,65
0315d1ee-5a2b-4642-85b1-7c3a2168337a,Standing Back Squeeze,back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,bodyweight,70,88,95,65
031b0c00-f263-4ad9-a88e-22cb7fa2ce85,Seated Extended Leg Raise On A Chair,leg_raise,Leg Raise,"crunch, plank, reverse_crunch",False,bodyweight,70,88,95,65
031bbd65-19f3-4bc7-887a-418a52bf3329,Low Fly (Cable),fly,Chest Fly,"bench_press, incline_fly, push_up",False,cable,85,88,30,92
032175cb-3a9d-458a-ac76-6652b48c2745,Recumbent Hip External Rotator And Hip Extensor St,general_movement,Recumbent Hip External Rotator And Hip Extensor St,,False,bodyweight,70,88,95,65
03333ae8-72ce-4be9-b561-1bc30e9a0d52,Shoulder Rotation Twist Split Lunge Stretch,shoulder_stretch,Shoulder Stretch,,False,bodyweight,70,88,95,65
034943be-8546-49c2-a258-1247916aebe7,Seated Wrist Rotation,general_movement,Seated Wrist Rotation,,False,bodyweight,70,88,95,65
0350a46b-6dff-4e67-967c-c29f6ec01326,Hollow Rock (Dumbbell),general_movement,Hollow Rock,,False,dumbbell,92,90,92,90
0358b9fc-0271-4c80-ab55-55fc6edbda50,Seated Ballerina,general_movement,Seated Ballerina,,False,bodyweight,70,88,95,65
035e3807-f834-4547-a780-053eff490d2e,Chin Up,chin_up,Chin Up,"lat_pulldown, bent_over_row, bicep_curl",True,bodyweight,70,88,95,65
036bdc3a-edd4-4782-91ce-f5901fc6fa1a,Lever Linear Hack Squat,hack_squat,Hack Squat,"leg_press, leg_extension, lunge, leg_curl",True,machine,80,75,20,88
036c8bd3-7092-47d1-9d05-c73dd00f55cf,Twist (up Down) (Cable),core_exercise,Core Exercise,"crunch, plank",False,cable,85,88,30,92
037257f8-2865-40d3-874c-363431208fdb,Incline Chest Press (Band),incline_chest_press,Incline Chest Press,"bench_press, fly, tricep_pushdown",False,band,60,85,90,50
0372fbbd-92e7-4e65-9a39-4e0bd1cf16e2,Box Drop Jump,general_movement,Box Drop Jump,,False,bodyweight,70,88,95,65
037b7dac-940c-4ee8-9e4e-9ec5b72b6128,Deep Squat Turn,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
037f8ccc-2f36-4141-a790-2087e8f6323e,Reverse Plank,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
03931ab5-e5b3-42a6-97d8-65faf5527e8c,Rear Lunge (Bodyweight),lunge,Lunge,"split_squat, step_up, squat, leg_press",False,bodyweight,70,88,95,65
039ed423-35e0-42a4-a5fc-ff5975e3e6ef,Alternate Side Press (Dumbbell),press,Press,"bench_press, shoulder_press",False,dumbbell,92,90,92,90
03a7eb60-3061-415a-92ff-1b49c469e3a8,Grasshopper Push Up,push_up,Push Up,"bench_press, fly, dip, tricep_extension",True,bodyweight,70,88,95,65
03ba5677-ce35-4bf6-94ba-3535f832cfb9,Floor T Raise,raise,Raise,"lateral_raise, front_raise",False,bodyweight,70,88,95,65
03be9eff-8fcf-4e27-8a4d-de7b82f7fc35,Slopes Towards Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
03c66f3a-0260-4fc9-b6cd-4c14350aac34,Push Knees Out,general_movement,Push Knees Out,,False,bodyweight,70,88,95,65
03c825e8-5a1d-492c-8b83-dc9403535fd4,Kneeling Torso Rotation Chest And Shoulder Stretch,shoulder_stretch,Shoulder Stretch,,False,bodyweight,70,88,95,65
03c85816-0c46-4fcb-9c3a-5f10fa6f0a79,Bear Crawl,general_movement,Bear Crawl,,False,bodyweight,70,88,95,65
03d8be0a-efd5-4d8a-9fa1-bfe2d2bed4b7,Stick Standing Shoulder Mobilization In External R,shoulder_stretch,Shoulder Stretch,,False,bodyweight,70,88,95,65
03e384eb-ece2-4bd8-bc0f-31674b5fd39c,Seated Neutral Wrist Curl (Dumbbell),general_movement,Seated Neutral Wrist Curl,,False,dumbbell,92,90,92,90
03fec113-f60f-47e9-a8fa-8549528b243f,Bent Over Curl (Dumbbell),bicep_curl,Bicep Curl,"hammer_curl, preacher_curl, tricep_extension",True,dumbbell,92,90,92,90
0401333a-d8be-498e-8a08-8156d1aa65f2,Pull Up (negative),pull_up,Pull Up,"lat_pulldown, bent_over_row, bicep_curl",True,bodyweight,70,88,95,65
040b77e8-5a4e-4b0d-a5c5-25b7b2e0d612,One Arm Shoulder Press (Dumbbell),shoulder_press,Shoulder Press,"lateral_raise, front_raise, tricep_extension",False,dumbbell,92,90,92,90
0420a53f-aa1f-468c-9877-4c5610f19b9d,Elbow To Knee Side Plank Crunch,oblique_crunch,Oblique Crunch,"leg_raise, plank, russian_twist",False,bodyweight,70,88,95,65
0423aac9-7451-4a64-8179-ce0887e67476,Elbow To Knee Side Plank Crunch,oblique_crunch,Oblique Crunch,"leg_raise, plank, russian_twist",False,bodyweight,70,88,95,65
04297f30-99f5-4577-a1fe-95c8cfd966c0,Alternate Hamstring Curl Sky Punch,leg_curl,Leg Curl,"romanian_deadlift, hip_thrust, leg_extension",False,bodyweight,70,88,95,65
042c7364-fc38-4fef-9564-7767484e7413,Double Side Step Walk,general_movement,Double Side Step Walk,,False,bodyweight,70,88,95,65
043ae92a-c422-4118-9290-cecbcfcc739a,Side Bridge With Bent Leg (Dumbbell),leg_exercise,Leg Exercise,"squat, leg_press",False,dumbbell,92,90,92,90
04440094-78b1-4d7d-898b-6880070af170,Lateral Step Up (Kettlebell),step_up,Step Up,"lunge, split_squat, squat",False,kettlebell,75,85,85,78
044c18b5-37e6-4618-9734-bde9f5bd81f5,Sitting Military Press On A Chair (Resistance Band),shoulder_press,Shoulder Press,"lateral_raise, front_raise, tricep_extension",False,band,60,85,90,50
0452729b-90db-4001-be1f-55e3edddfb44,Single Arm Clean And Push Press (Kettlebell),press,Press,"bench_press, shoulder_press",False,kettlebell,75,85,85,78
04626df8-9af4-450e-86c2-b51659616264,Bear Plank,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
0465f60f-8f19-4512-bac7-078fa24d3163,Lying Bench Crunch With Leg Adduction,hip_adduction,Hip Adduction,"hip_abduction, sumo_squat, lunge",False,bodyweight,70,88,95,65
04684dcd-455d-4a9e-8e30-e64da6c228a3,High Knee Twist,high_knees,High Knees,"mountain_climber, burpee, jumping_jack",False,bodyweight,70,88,95,65
046977a3-1cbf-4fa1-9284-a626af05c6fa,Celebratory Knee Drives,general_movement,Celebratory Knee Drives,,False,bodyweight,70,88,95,65
046f787f-c468-4bfd-8b8f-8ff02460b9d2,Bear Crawl Push Up (Dumbbell),push_up,Push Up,"bench_press, fly, dip, tricep_extension",False,dumbbell,92,90,92,90
0477fa2b-b4de-4bce-9a96-5805ecd8d6b7,Wrist Curl (Barbell),general_movement,Wrist Curl,,False,barbell,95,80,65,95
047a320d-46e5-40f2-8837-ca0910b170d1,Twist (Band),general_movement,Twist,,False,band,60,85,90,50
047cbfea-e638-46fb-9294-c92eaa474275,Chest Bench Press Butt,bench_press,Bench Press,"incline_bench_press, fly, tricep_pushdown, dip",False,bodyweight,70,88,95,65
048f37f5-e35e-4a96-8c7e-673fd8bbd22f,Standing Ballerina Alternate Side Knee Drive,general_movement,Standing Ballerina Alternate Side Knee Drive,,False,bodyweight,70,88,95,65
04b53c4e-fbfa-46f5-8990-60738aa42fc9,90 To 90 Leg Lift And Kickout,leg_exercise,Leg Exercise,"squat, leg_press",False,bodyweight,70,88,95,65
04bb6244-b9ac-4752-81de-fa6941cbac56,Lever Lying Decline Chest Press (plate Loaded),chest_press,Chest Press,"bench_press, fly, tricep_pushdown",True,machine,80,75,20,88
04bfadd5-7c8b-479c-b218-c14465125630,Suspended Row,bent_over_row,Bent Over Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,bodyweight,70,88,95,65
04d72999-ed54-4440-bc7d-2551db06ce15,Alternate Triceps Extension (Cable),tricep_extension,Tricep Extension,"tricep_pushdown, skull_crusher, dip, bicep_curl",False,cable,85,88,30,92
04dd32be-4870-4964-b0d5-74bd5c2c9b35,Dynamic Back Stretch,back_stretch,Back Stretch,,False,bodyweight,70,88,95,65
04ed302f-116c-4ae4-8f48-d55f92d192f1,Seated Military Press (inside Squat Cage) (Barbell),shoulder_press,Shoulder Press,"lateral_raise, front_raise, tricep_extension",True,barbell,95,80,65,95
05026c84-f69f-4ce4-9408-42d2f146cd87,Mini Squat Hop,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
050a2e4f-6a67-4458-8d58-b8848f15c19f,Knee Raise Step Jack,leg_raise,Leg Raise,"crunch, plank, reverse_crunch",False,bodyweight,70,88,95,65
0514a9f4-97a6-45c1-8b8d-d3dd96819e67,Weighted Dumbbell Straight Leg Diagonal Kickback (,back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,dumbbell,92,90,92,90
052737ab-e7f1-4374-9de2-a2e1495a03bc,Reverse Wrist Curl (Barbell),reverse_curl,Reverse Curl,"bicep_curl, hammer_curl, wrist_curl",False,barbell,95,80,65,95
0532891d-d139-4e4d-a013-820ae08b21d7,Seated Knee To Nose Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
05392c85-3bb5-4d9f-a96f-10d9b9535ed4,Archer Stepback,back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,bodyweight,70,88,95,65
053af42b-8b77-4875-a06d-37c064289cbd,Alternate Punching,general_movement,Alternate Punching,,False,bodyweight,70,88,95,65
054e3f15-5aa8-4983-a65e-0543915c0ab6,Roll Hamstrings And Glute Sitting On Floor,glute_exercise,Glute Exercise,"hip_thrust, glute_bridge",False,bodyweight,70,88,95,65
0556a34f-86f3-418d-a010-39f50be7a8a1,Burpee (Dumbbell),burpee,Burpee,"push_up, squat_jump, mountain_climber",False,dumbbell,92,90,92,90
0558baa5-c52c-49ea-8055-cc794e38bac9,Lateral Box Jump,box_jump,Box Jump,"squat_jump, lunge_jump, squat",False,bodyweight,70,88,95,65
056b76c8-0b57-41cd-a52f-0dd678c795ba,Lying Leg Lift Side,leg_exercise,Leg Exercise,"squat, leg_press",False,bodyweight,70,88,95,65
0578dba5-78a0-4761-9a60-c273777f4f05,Lying Supine Abdominal Breathing,core_exercise,Core Exercise,"crunch, plank",False,bodyweight,70,88,95,65
057ba54e-ee30-4a76-9d9f-f06312e8a8c9,Sissy Squat (Bodyweight),squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
057d50ff-0928-4faa-a4ec-0de7fd92cb1d,Sitting Jack On A Padded Stool,general_movement,Sitting Jack On A Padded Stool,,False,bodyweight,70,88,95,65
058e5185-7ed8-4af0-9974-4a887469f50e,Suspender Front Plank,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
058f5e10-96a2-4bb7-b0d7-4f86a07bcf66,Wide Seated Good Morning,good_morning,Good Morning,"romanian_deadlift, hip_thrust, back_extension",False,bodyweight,70,88,95,65
0593a6c7-f9f9-4e66-a9dc-6af493529902,Split Squat On A Chair,split_squat,Split Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
0598f881-41e2-4b84-9336-548ea36652c6,Clasp Hands Shoulder Forward Roll,shoulder_exercise,Shoulder Exercise,"shoulder_press, lateral_raise",False,bodyweight,70,88,95,65
059d8193-cacb-48db-9fa1-05f3eb71f33a,Lever One Leg Extension,leg_extension,Leg Extension,"squat, leg_press, leg_curl",True,machine,80,75,20,88
05a98a03-ce91-4576-987b-3190271a3162,Leg Extension Star Crunch,leg_extension,Leg Extension,"squat, leg_press, leg_curl",False,bodyweight,70,88,95,65
05ab1c73-18c8-48a9-8431-fb81a00a4938,Standing Behind Sky Reach,general_movement,Standing Behind Sky Reach,,False,bodyweight,70,88,95,65
05b8d5ad-eb7d-401b-8bd8-cd866d53a89b,Single Arm Deadlift (Dumbbell),deadlift,Deadlift,"romanian_deadlift, bent_over_row, hip_thrust, squat",False,dumbbell,92,90,92,90
05b9aa62-2890-4c39-b8b7-f00d07080f31,Alternative Fly (Cable),fly,Chest Fly,"bench_press, incline_fly, push_up",False,cable,85,88,30,92
05c70cf0-3202-44d4-8706-4c04b89d92e5,Kneeling Hip Thrust,hip_thrust,Hip Thrust,"glute_bridge, romanian_deadlift, leg_curl",False,bodyweight,70,88,95,65
05c7d971-d179-46da-966f-4bfb11757fe1,Side Lunge Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
05c8d293-e5fc-4650-aa97-9eb23a8ff5f2,Upright Row (Kettlebell),upright_row,Upright Row,"lateral_raise, shrug, shoulder_press",False,kettlebell,75,85,85,78
05cc9846-bc12-411a-886f-2c16dcb507bd,Alternating Hamstring Curl Overhead Clap,leg_curl,Leg Curl,"romanian_deadlift, hip_thrust, leg_extension",False,bodyweight,70,88,95,65
05fdc551-ea3d-4987-8a44-b5b74cdbbdb0,Standing Pec Dec (Bodyweight),general_movement,Standing Pec Dec,,False,bodyweight,70,88,95,65
062b8b79-ca44-4d8d-8511-4e93157ba50c,Gate Rock,general_movement,Gate Rock,,False,bodyweight,70,88,95,65
063a968e-8c47-4b1a-8e83-4eac11ffcba9,Kneeling Thoracic Spine Extension,extension,Extension,"tricep_extension, leg_extension",False,bodyweight,70,88,95,65
064eb8e2-32b9-4256-858c-2ac5bfa44c78,Lying Vertical Hamstring Stretch,hamstring_stretch,Hamstring Stretch,,False,bodyweight,70,88,95,65
065c1b70-8ae6-4450-8064-2046e4cca407,EZ Bar Skull Crusher,skull_crusher,Skull Crusher,"tricep_extension, tricep_pushdown, dip",False,bodyweight,70,88,95,65
065ce37d-4df8-4770-b960-7ddb3c603011,Bench Squat (Barbell),squat,Squat,"leg_press, leg_extension, lunge, leg_curl",True,barbell,95,80,65,95
065f83ef-7290-473f-ac33-8ed4994ceabd,Kneeling Single Arm Horizontal Row (Cable),single_arm_row,Single Arm Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,cable,85,88,30,92
