id,name,equpiment,exercise_type,is_compound,difficulty_level,supersetable,duration_based,hypertrophy_rating,strength_rating,fat_loss_rating,endurance_rating,general_fitness_rating,optimal_rep_range_min,optimal_rep_range_max,recommended_sets,rest_seconds,fatigability,muscles_worked_count,build_muscle_reps,get_lean_reps,endurance_reps,general_fitness_reps
011c8e91-7d3a-400b-95ad-f0b6e3b390f6,45 Degrees Arms Plank,,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
011e05b1-07ce-4f3a-b2a3-5ed6b444f4fe,Rocking Frog Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
01215a7d-8e38-4ecb-a168-01bb03915b23,Shoulder Grip Upright Row (Barbell),,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
0155e04b-587e-429b-ad0d-ff3967d13390,Bent Over Single Arm Triceps Kickback (Resistance Band),,strength,False,advanced,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
015b723b-db6b-458a-88c0-12f2d98c1af6,Lateral Swing And Knee Raise,,strength,True,intermediate,True,False,8,8,8,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
01713d44-50a0-4d09-b693-549769a7a7c3,Knee Thrust (Bodyweight),,strength,False,beginner,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01716994-c0d0-4a34-8c86-c74bf6885ff5,Standing Wide Stance Air Bike,,cardio,False,intermediate,False,True,2,2,9,10,8,1,1,1,60,7,5,N/A,N/A,N/A,N/A
0192c5ab-26dc-40b3-b102-56f1a286c6ff,Straight Arm Pullover (Dumbbell),,strength,True,intermediate,True,False,9,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
0198c34b-7172-4632-bc97-a7fc1b9f7f2e,Lever Hip Thrust,,strength,True,beginner,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
01999010-a7d7-4ccf-bfa0-6b6e38af4086,Paused Goblet Squat (Bodyweight),,strength,True,advanced,False,False,10,10,8,7,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
019c318b-3eff-4833-ba03-8a7ba1fe71d2,Rear Delt Row (Dumbbell),,strength,False,intermediate,True,False,10,10,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01a010ca-5acc-4e23-a051-28972d6387eb,Kneeling Arnold Press (Dumbbell),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01a7a1c4-e76f-4b3f-b724-407f8dcbe19c,Side To Side Biceps Curl,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01a8b3bf-040e-4e6a-8021-95085aba8dc6,High Knee Twist,,plyometrics,False,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
01ac9802-897c-467a-93f1-7e6046870429,Reverse Warrior Pose,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
01acf60a-de12-4275-94cb-aec24feed963,Head Full Rotation Fpov,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01b04789-2a67-474a-b5dc-2c5edf81b4a4,Vibrate Plate Plank,,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01bee80e-324b-4633-92b5-76224ffccabf,Single Split Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
01e140a1-7672-4418-b4bf-f1843fc3bef8,Front Raise (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01e4b23a-0fb9-4f6f-9be8-0d0bce1773c1,Opposite Arm And Leg Raise Against Wall,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01e90a6b-a369-456f-888d-cd26af8fdcdf,Sitting Triceps Stretch On A Chair,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
01e98633-98af-456b-8d46-833e43a561d7,Suspender Rollout,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
01ec02d1-3466-489d-9fe7-7f03a1c9a33a,One Arm Twisting Seated Delt Row (Band),,strength,True,advanced,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
01fb980f-eb18-478a-9114-84036ee7a40f,Reverse Lunge From Deficit (Dumbbell),,strength,True,advanced,True,False,9,8,8,5,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
02060d09-4a1a-454a-8cb2-1e5f52fd81ab,Side Reach Diagonal Reach,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
020c7e4e-e198-4191-bfb4-48b2c1a3fb99,Front Plank With Arm Lift,,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
021810e0-6621-48c0-a9b6-011d325f38e0,Between Legs Throw Side Kick,,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
021de3ac-3121-4eaf-841f-8fc296683f15,Leg Extension Glute Bridge,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,6,2,10-12,10-15,15-20,10-15
02281e6e-cc0e-43aa-869f-72f0ce31cffd,Interlock Fist Circle Draw,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0234b45d-3172-4e15-8b60-4674cc181dd9,Shuffle Hops,,plyometrics,False,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
023d9386-d66b-44e9-9aa7-20e5631c1f84,Lever Chest Press,,strength,True,beginner,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
02447852-53ea-4090-8b3c-caf18958a70d,Silent Burpee,,plyometrics,True,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
0262b760-a96f-4742-96c6-c25cbedbcb8a,Bottle Weighted Upright Row,,strength,True,advanced,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
026371cf-4dd6-4332-b54a-da3f7633f7f4,Swim Leg Circle,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
027ee6bb-41ed-4299-a932-a81c69f4ec83,Balance Pad Single Leg Balance,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02915da8-9746-47d7-8895-0950e61cbe14,Easy Pose (hands On Belly And Chest),,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
029dca1c-859e-43c0-a41e-caf590837c75,Windmill (Bodyweight),,strength,False,beginner,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02a43095-1ae4-47ed-914b-a2261049814a,Skipping (Bodyweight),,strength,False,beginner,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02a58190-c43b-4114-ac09-99064d8e93a7,Lever Neck Extension (plate Loaded),,strength,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02a96626-3416-44b7-9de8-7f96bb8ce3b0,Squat Star Jack,,plyometrics,True,intermediate,False,False,10,10,9,8,9,8,15,3,60,8,5,8-12,10-15,15-20,8-15
02adb8c2-bdfe-4e98-a8cd-9c50e04da99b,Palms To Head Chest Fly,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02ae2237-26d7-4ab3-b036-15cb7cbb8c9b,Chair Squat Calf Rock,,strength,True,beginner,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
02b244dd-c029-4b7e-b457-4404cd9a8693,Narrow To Normal Squat,,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
02c7e546-78ac-4f16-b1fe-1c136fa0ab5d,Weighted Plate Bench Press,,strength,True,advanced,True,False,10,10,7,5,8,5,10,4,120,7,4,6-10,10-10,15-15,5-10
02d5090e-229b-44b6-8df5-35994c110cd1,Smith Standing Leg Calf Raise,,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
02d87635-d6a8-4c90-bb33-50b7af17d1d8,Side Step Shoulder Circle,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02e3fc37-9ecc-42d3-9f51-511d184218b6,Y Press (Resistance Band),,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02e65cb7-f4b6-40cb-98fd-8530d3ff3ce4,V Up (Dumbbell),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02e94c2b-bd99-4f06-b88b-0cb03dda7492,Lying Woodchop (Kettlebell),,plyometrics,True,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
02f2d0ef-5727-4d6b-8ca1-d9bfc5c19a8c,Ballerina Foot Tap Adduction,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
02f4b039-f789-4eee-b8bc-24e161d6bd60,Squat On A Padded Stool,,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
02f76ed7-9a7a-4e8e-b682-bc77031ac7b3,Reverse Crunch (Resistance Band),,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
02f7a43a-5245-4ce7-accf-91b57b74ae18,Smith Machine Decline Close Grip Bench Press,,strength,True,beginner,True,False,10,10,7,5,8,5,10,4,120,7,4,6-10,10-10,15-15,5-10
030185eb-16a1-498c-877e-67d1cccca7d8,EZ (Barbell) Anti Gravity Press,,strength,False,intermediate,True,False,8,6,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0302a712-0d03-4512-ba32-08c61744d6bd,Curtsey Cross Punch,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0315d1ee-5a2b-4642-85b1-7c3a2168337a,Standing Back Squeeze,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
031b0c00-f263-4ad9-a88e-22cb7fa2ce85,Seated Extended Leg Raise On A Chair,,strength,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
031bbd65-19f3-4bc7-887a-418a52bf3329,Low Fly (Cable),,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
032175cb-3a9d-458a-ac76-6652b48c2745,Recumbent Hip External Rotator And Hip Extensor St,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
03333ae8-72ce-4be9-b561-1bc30e9a0d52,Shoulder Rotation Twist Split Lunge Stretch,,stretch,True,beginner,True,True,1,1,8,3,9,1,1,1,30,1,2,N/A,N/A,N/A,N/A
034943be-8546-49c2-a258-1247916aebe7,Seated Wrist Rotation,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0350a46b-6dff-4e67-967c-c29f6ec01326,Hollow Rock (Dumbbell),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0358b9fc-0271-4c80-ab55-55fc6edbda50,Seated Ballerina,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
035e3807-f834-4547-a780-053eff490d2e,Chin Up,,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
036bdc3a-edd4-4782-91ce-f5901fc6fa1a,Lever Linear Hack Squat,,strength,True,beginner,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
036c8bd3-7092-47d1-9d05-c73dd00f55cf,Twist (up Down) (Cable),,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
037257f8-2865-40d3-874c-363431208fdb,Incline Chest Press (Band),,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
0372fbbd-92e7-4e65-9a39-4e0bd1cf16e2,Box Drop Jump,,plyometrics,False,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
037b7dac-940c-4ee8-9e4e-9ec5b72b6128,Deep Squat Turn,,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
037f8ccc-2f36-4141-a790-2087e8f6323e,Reverse Plank,,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
03931ab5-e5b3-42a6-97d8-65faf5527e8c,Rear Lunge (Bodyweight),,strength,True,beginner,True,False,8,8,8,7,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
039ed423-35e0-42a4-a5fc-ff5975e3e6ef,Alternate Side Press (Dumbbell),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
03a7eb60-3061-415a-92ff-1b49c469e3a8,Grasshopper Push Up,,plyometrics,True,intermediate,True,False,4,5,9,8,9,8,15,3,60,8,5,8-12,10-15,15-20,8-15
03ba5677-ce35-4bf6-94ba-3535f832cfb9,Floor T Raise,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
03be9eff-8fcf-4e27-8a4d-de7b82f7fc35,Slopes Towards Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
03c66f3a-0260-4fc9-b6cd-4c14350aac34,Push Knees Out,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
03c825e8-5a1d-492c-8b83-dc9403535fd4,Kneeling Torso Rotation Chest And Shoulder Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
03c85816-0c46-4fcb-9c3a-5f10fa6f0a79,Bear Crawl,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
03d8be0a-efd5-4d8a-9fa1-bfe2d2bed4b7,Stick Standing Shoulder Mobilization In External R,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
03e384eb-ece2-4bd8-bc0f-31674b5fd39c,Seated Neutral Wrist Curl (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
03fec113-f60f-47e9-a8fa-8549528b243f,Bent Over Curl (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0401333a-d8be-498e-8a08-8156d1aa65f2,Pull Up (negative),,strength,True,intermediate,True,False,8,8,7,5,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
040b77e8-5a4e-4b0d-a5c5-25b7b2e0d612,One Arm Shoulder Press (Dumbbell),,strength,False,advanced,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0420a53f-aa1f-468c-9877-4c5610f19b9d,Elbow To Knee Side Plank Crunch,,strength,False,intermediate,True,False,7,5,5,7,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
0423aac9-7451-4a64-8179-ce0887e67476,Elbow To Knee Side Plank Crunch,,strength,False,intermediate,True,False,7,5,5,7,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
04297f30-99f5-4577-a1fe-95c8cfd966c0,Alternate Hamstring Curl Sky Punch,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
042c7364-fc38-4fef-9564-7767484e7413,Double Side Step Walk,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
043ae92a-c422-4118-9290-cecbcfcc739a,Side Bridge With Bent Leg (Dumbbell),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
04440094-78b1-4d7d-898b-6880070af170,Lateral Step Up (Kettlebell),,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
044c18b5-37e6-4618-9734-bde9f5bd81f5,Sitting Military Press On A Chair (Resistance Band),,strength,True,beginner,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
0452729b-90db-4001-be1f-55e3edddfb44,Single Arm Clean And Push Press (Kettlebell),,strength,True,advanced,False,False,8,8,8,5,8,6,12,4,90,9,6,6-12,10-12,15-17,6-12
04626df8-9af4-450e-86c2-b51659616264,Bear Plank,,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0465f60f-8f19-4512-bac7-078fa24d3163,Lying Bench Crunch With Leg Adduction,,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
04684dcd-455d-4a9e-8e30-e64da6c228a3,High Knee Twist,,plyometrics,False,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
046977a3-1cbf-4fa1-9284-a626af05c6fa,Celebratory Knee Drives,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
046f787f-c468-4bfd-8b8f-8ff02460b9d2,Bear Crawl Push Up (Dumbbell),,strength,True,intermediate,True,False,9,8,7,5,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
0477fa2b-b4de-4bce-9a96-5805ecd8d6b7,Wrist Curl (Barbell),,strength,False,intermediate,True,False,9,6,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
047a320d-46e5-40f2-8837-ca0910b170d1,Twist (Band),,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
047cbfea-e638-46fb-9294-c92eaa474275,Chest Bench Press Butt,,strength,True,intermediate,True,False,10,10,7,5,8,5,10,4,120,7,4,6-10,10-10,15-15,5-10
048f37f5-e35e-4a96-8c7e-673fd8bbd22f,Standing Ballerina Alternate Side Knee Drive,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
04b53c4e-fbfa-46f5-8990-60738aa42fc9,90 To 90 Leg Lift And Kickout,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
04bb6244-b9ac-4752-81de-fa6941cbac56,Lever Lying Decline Chest Press (plate Loaded),,strength,True,beginner,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
04bfadd5-7c8b-479c-b218-c14465125630,Suspended Row,,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
04d72999-ed54-4440-bc7d-2551db06ce15,Alternate Triceps Extension (Cable),,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
04dd32be-4870-4964-b0d5-74bd5c2c9b35,Dynamic Back Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
04ed302f-116c-4ae4-8f48-d55f92d192f1,Seated Military Press (inside Squat Cage) (Barbell),,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
05026c84-f69f-4ce4-9408-42d2f146cd87,Mini Squat Hop,,plyometrics,True,intermediate,False,False,10,10,9,8,9,8,15,3,60,8,5,8-12,10-15,15-20,8-15
050a2e4f-6a67-4458-8d58-b8848f15c19f,Knee Raise Step Jack,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0514a9f4-97a6-45c1-8b8d-d3dd96819e67,Weighted Dumbbell Straight Leg Diagonal Kickback (,,strength,False,advanced,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
052737ab-e7f1-4374-9de2-a2e1495a03bc,Reverse Wrist Curl (Barbell),,strength,False,intermediate,True,False,9,6,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0532891d-d139-4e4d-a013-820ae08b21d7,Seated Knee To Nose Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
05392c85-3bb5-4d9f-a96f-10d9b9535ed4,Archer Stepback,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
053af42b-8b77-4875-a06d-37c064289cbd,Alternate Punching,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
054e3f15-5aa8-4983-a65e-0543915c0ab6,Roll Hamstrings And Glute Sitting On Floor,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0556a34f-86f3-418d-a010-39f50be7a8a1,Burpee (Dumbbell),,plyometrics,True,intermediate,True,False,5,5,10,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
0558baa5-c52c-49ea-8055-cc794e38bac9,Lateral Box Jump,,plyometrics,False,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
056b76c8-0b57-41cd-a52f-0dd678c795ba,Lying Leg Lift Side,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
0578dba5-78a0-4761-9a60-c273777f4f05,Lying Supine Abdominal Breathing,,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
